unique_id;station;station_new;Transect;depth;pressure;t190C;sal00;sbeox0ML/L;sigma;Cruise;Lat ;Lon;Bot.Depth [m];Nitrate;Phosphate;Silicate;Distance_from_shore;Profile feature;HPLC_ID;Microscopy ID;Flow cyt phyto ID;Diatoms;Dinoflagellates;Cryptophytes;Pelagophytes;T4haptophytes;Prasinophytes;Chlorophytes;Synechococcus;Chl_c3;Peri;19-But;Fuco;Neox;Pras;Viola;Asta;Allox;Zea;Lut;Chl_b;div_Chl_a;Chl_a
1_10;1;T1_6;Transect 1;15;15.11477;19.2129;35.064;3.07278;25.0199;MSM80;-8.499;-80.999;6229;6.287;0.707;0.688;230;Surface;1;1;1;19.94931221;30.87544441;1.443731546;19.30435944;17.30040741;52.42883301;13.44127274;57.1605072;12.7364;9.1896;21.6364;12.8288;5.4911;0;6.1597;4.1515;0;35.8423;8.7281;50.0274;5.9949;211.9039
4_10;4;T1_5;Transect 1;10;10.0606;23.2687;35.1948;4.34574;24.0041;MSM80;-8.516;-80.493;1328;7.953;0.731;2.804;175;Surface;7;4;7;0;0;0.884536862;13.14413834;22.39953804;26.86198807;8.829807281;193.4736481;16.7959;6.4129;17.933;16.9898;3.6527;0;5.5703;3.3945;1.5509;137.5282;6.9679;33.2197;33.0294;265.5937
7_10;7;T1_4;Transect 1;10;10.09233;23.1129;34.9604;4.57966;23.87;MSM80;-8.499;-80.031;356;11.449;0.941;3.923;120;Surface;16;7;15;0;0;0;23.96551704;28.60758781;37.91830444;4.603029728;312.9027405;30.4458;5.2353;36.3878;26.4666;6.683;0;5.9701;6.8484;6.1401;234.3422;7.8216;51.2425;44.8819;407.9972
10_10;10;T1_3;Transect 1;10;10.08151;21.3456;35.044;5.03122;24.4316;MSM80;-8.499;-79.667;101;6.06;0.682;2.497;80;Surface and Chla max;22;10;21;665.9952393;10.49699783;69.4960022;10.07588482;41.69308853;123.9413223;6.286966324;27.92681885;26.9851;52.2579;14.6776;470.7701;15.073;30.3119;15.8146;19.2731;14.8859;23.6878;6.874;127.6335;0;955.9123
13_20;13;T1_2;Transect 1;20;20.11289;18.8146;35.0082;2.48141;25.0707;MSM80;-8.5;-79.334;77;18.806;1.438;8.793;48;Base ML;30;14;28;975.4815674;5.359006405;74.87117767;15.24941635;129.6098022;31.76584816;4.259750843;0;79.2391;72.0493;24.4892;708.5822;2.6647;10.9719;4.1777;10.6175;16.6751;0;4.6916;34.0114;4.5432;1236.5965
14_15;14;T1_1;Transect 1;15;15.11477;19.2129;35.064;3.07278;25.0199;MSM80;-8.499;-79.167;64;16.406;1.256;4.749;25;No mixed layer;34;NA;32;6390.320801;57.51067734;240.0667267;9.649618149;451.5437012;95.70085907;10.98441029;38.22591782;251.7032;202.15;26.9165;4233.1134;9.3266;20.4249;19.6407;32.8511;49.7907;30.0457;9.6056;96.921;0;7294.0021
18_10;18;T2_5;Transect 2;10;10.08187;22.6049;35.1076;4.49498;24.1289;MSM80;-9.499;-80.003;2423;6.905;0.698;2.949;176;Surface;60;25;56;28.7076416;20.66072083;10.78042889;25.2508812;15.4661665;48.72757339;4.889801025;94.57000732;14.8868;15.17;31.499;24.6586;6.399;6.8209;7.9831;6.9436;2.0606;66.079;3.7463;49.912;19.4366;249.0532
18_20;18;T2_5;Transect 2;20;20.13923;22.6051;35.1079;4.48388;24.1297;MSM80;-9.499;-80.003;2423;6.966;0.703;2.973;176;NA;61;26;57;29.79636765;18.06062889;9.813651085;25.94800186;15.66429901;43.65415955;4.48135376;83.67407227;15.1121;12.2733;32.2476;24.8409;5.2751;6.2077;8.6518;10.1538;1.8406;58.3399;3.225;44.4359;17.3482;231.0925
20_10;20;T2_4;Transect 2;10;NA;NA;35.0954;4.3872;NA;MSM80;-9.499;-79.668;891;6.258;0.633;1.276;140;Middle ML (15 m);66;28;62;19.38412857;30.31301117;10.35224247;26.21655846;31.64081192;22.16922951;1.715409636;16.18594742;20.4265;2.3107;28.5102;12.5572;2.6104;3.0048;3.44;1.3257;1.2429;9.6333;1.0148;18.7046;1.2823;157.9773
20_20;20;T2_4;Transect 2;20;NA;NA;35.1066;4.25218;NA;MSM80;-9.499;-79.668;891;9.831;0.849;3.603;140;NA;67;29;63;81.30915833;122.2155914;38.66145706;65.49251556;167.5791779;123.6677094;1.927626133;22.59358978;91.6162;6.0111;73.1158;54.3937;14.3842;24.7646;12.116;8.3465;4.4144;15.9873;2.2207;101.6219;3.8745;623.4468
22_10;22;T2_3;Transect 2;10;10.0875;22.8847;35.1148;4.44529;24.0548;MSM80;-9.499;-79.339;152;5.67;0.613;0.611;103;Surface;74;31;70;5.764966488;7.308979988;8.652814865;13.15902233;21.94005585;16.23163986;2.972036362;63.69121933;14.5472;3.1395;16.0728;8.4778;1.8399;0;2.3577;2.4334;1.4849;40.061;2.0226;16.4944;4.9156;139.7207
28_10;28;T2_2;Transect 2;10;10.08481;22.3089;35.1344;4.06913;24.2355;MSM80;-9.499;-78.667;107;8.951;0.862;2.394;28;NA;87;37;82;41.77687454;43.96145248;18.04795265;27.59851074;45.38945389;26.11444664;2.492335081;13.3628931;27.0709;4.3758;30.2929;25.0461;3.8007;3.5032;3.1574;5.7229;2.3123;7.8857;1.594;21.9925;0;218.7439
30_17;30;T2_1;Transect 2;17;17.13643;18.3287;35.0594;2.28566;25.2418;MSM80;-9.499;-78.449;82;22.36;1.687;6.96;5;Chla max;93;41;88;5736.984863;780.5637207;75.24739838;13.25194931;176.1765442;16.76446152;21.02236938;60.4119606;85.0522;0;17.2789;3101.2438;24.6534;51.0702;35.1129;30.4455;0;31.3677;9.8697;0;0;6880.4224
38_15;38;T3_1;Transect 3;15;15.06644;18.1372;35.0465;0.76784;25.2721;MSM80;-11.996;-77.338;104;32.447;2.221;11.074;22;NA;129;54;124;1787.43457;83.3615036;405.8418579;47.51968002;53.76108932;53.25833511;9.617443085;76.39800262;39.877;29.235;58.1206;1094.0157;5.0213;12.2833;5.5565;35.6928;71.8996;48.5716;7.437;51.6274;0;2517.1923
40_15;40;T3_2;Transect 3;15;15.09326;18.5816;35.0441;1.5243;25.156;MSM80;-12;-77.499;139;9.669;0.983;4.211;40;NA;133;57;128;15332.08203;2817.724121;1029.712402;69.60501099;1054.512573;387.9283752;30.22128487;124.0004425;522.7549;481.7575;101.1326;8467.1612;40.2431;83.1714;34.1937;88.6018;140.1766;72.1283;17.265;334.2421;0;20845.7885
43_15;43;T3_3;Transect 3;15;15.0746;19.421;35.0596;3.78781;24.9533;MSM80;-12;-77.666;180;23.078;1.763;11.401;58;NA;145;63;139;521.7921753;27.87161064;196.2928009;16.76881218;57.21525955;39.86767197;3.092628479;42.86070633;34.7264;15.9254;22.0303;335.3654;5.1563;11.0484;6.4343;24.0435;35.6218;27.9659;2.6412;37.7538;0;905.7617
45_15;45;T3_4;Transect 3;15;15.07764;18.2642;35.1103;1.93163;25.2603;MSM80;-11.999;-77.833;460;21.359;1.641;6.841;76;MLD 7m;149;66;143;599.5073242;0;355.4089661;23.41105652;262.5470276;139.0436859;0;147.9554901;157.8347;8.0036;39.9041;534.1943;16.5142;53.5105;7.9555;13.1024;74.3708;109.5967;3.225;141.7857;20.1877;1527.8737
46_22_20;46_22;T3_5;Transect 3;20;20.09991;18.5252;35.1934;2.27993;25.2714;MSM80;-12;-78;1613;14.283;1.292;3.089;95;NA;158;69;149;304.1505127;0;286.7851868;34.86402893;276.3040466;143.7377472;2.572508812;256.3562012;166.7868;26.0983;54.3699;312.7528;11.9762;40.9693;8.4565;18.8491;58.7125;191.2309;6.2091;152.1002;66.6085;1304.7703
53_15;53;T4_7;Transect 4;15;15.05833;21.7646;35.1623;4.07519;24.3915;MSM80;-14.499;-77.5;4567;7.833;1.277;2.013;170;Chla max smaller;189;77;179;380.2853088;0;43.52965927;19.27375984;192.4076385;75.41254425;2.740899086;203.7371521;116.9066;21.5662;32.1115;347.2263;8.4837;16.2456;3.0954;19.4991;11.8867;139.9433;4.7541;79.9318;0;917.387
56_3_15;56_3;T4_6;Transect 4;15;15.05328;20.1265;35.2098;3.68708;24.8693;MSM80;-14.496;-77.002;6117;9.585;1.179;2.061;112;NA;195;80;185;68.37663269;44.57788467;142.0858765;41.31806183;67.04187012;59.76878738;7.142837524;123.2153168;45.3898;19.1216;51.1788;55.6984;9.4716;10.8681;8.6656;30.1522;25.1667;77.2053;5.4839;57.0376;0;553.5273
58_15;58;T4_5;Transect 4;15;15.07515;22.0529;35.169;4.33039;24.3004;MSM80;-14.499;-76.667;2649;9.071;0.929;2.014;75;NA;201;NA;191;192.7519836;0;205.7006378;38.49349594;130.6314392;146.8928528;16.66259575;513.5414429;85.8566;46.7157;54.6724;202.75;16.7045;25.0005;17.3657;17.6918;42.9124;347.0613;15.2424;155.8059;0;1244.6744
60_15;60;T4_4;Transect 4;15;15.06983;21.8595;35.1733;4.52019;24.387;MSM80;-14.499;-76.5;1420;12.948;1.348;3.97;57;NA;208;NA;197;587.9047852;9.17761898;427.8884888;56.04079437;316.2585449;288.7756042;26.37458229;424.4899597;185.2916;19.6574;78.5377;444.1515;34.4423;78.426;24.6112;20.8307;79.1885;284.9251;24.987;284.2971;30.8128;2136.9105
63_15;63;T4_2;Transect 4;15;15.32687;17.6037;35.0701;1.92797;25.4153;MSM80;-14.5;-76.167;131;21.335;2.041;11.941;28;MLD 15 m;214;88;203;22.05927849;0;10.63597107;3.856147051;0;2.698714256;0;17.75862694;0;0;5.4899;22.3189;0;0;0;5.9765;2.5812;12.3454;0;3.1669;0;57.0087
